Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
2.33,1,-8.33196,5.3303,6.06528,6.30297,10.8788,14.6245,15.0767,15.3584,16.9697,17.6165,20.8864,23.2219,23.8644,24.9162,28.9397,32.1968
2.35,1,-8.35221,5.50534,6.12613,6.31308,10.7028,14.6505,15.0209,15.2615,17.0886,17.6031,20.7478,23.2054,23.7335,24.5983,28.6153,32.9036
2.37,1,-8.37025,5.67583,6.17986,6.3215,10.5305,14.6802,14.9717,15.1649,17.2061,17.6045,20.6135,23.2046,23.6247,24.3072,28.3148,33.6217
2.39,1,-8.38595,5.83801,6.22625,6.3284,10.3658,14.7117,14.9293,15.0744,17.3184,17.6141,20.4877,23.2171,23.5357,24.0464,28.0428,34.3488
2.41,1,-8.39921,5.9873,6.26512,6.33391,10.2135,14.7429,14.8939,14.9943,17.4217,17.6271,20.3747,23.2392,23.4644,23.8197,27.8043,35.0825
2.43,1,-8.40993,6.1182,6.29635,6.33816,10.0796,14.7713,14.8655,14.9277,17.5115,17.6403,20.2786,23.2662,23.4093,23.6312,27.6041,35.8187
2.45,1,-8.41803,6.22455,6.31985,6.34125,9.97062,14.795,14.8442,14.8764,17.5838,17.6515,20.2031,23.293,23.3689,23.485,27.4477,36.5489
2.47,1,-8.42346,6.30007,6.33555,6.34327,9.89312,14.812,14.83,14.8417,17.6346,17.6595,20.1511,23.3144,23.3425,23.385,27.34,37.2466
2.49,1,-8.42619,6.33939,6.3434,6.34426,9.85274,14.8208,14.8228,14.8241,17.6608,17.6636,20.1246,23.3263,23.3295,23.3342,27.2849,37.8026
2.5,1,-8.42653,6.34439,6.34439,6.34439,9.84761,14.8219,14.8219,14.8219,17.6641,17.6641,20.1213,23.3278,23.3278,23.3278,27.278,37.9053
